time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-06 00:00:00+00:00,16,11,516,157
2023-09-07 00:00:00+00:00,7,5,912,128
2023-09-08 00:00:00+00:00,3,3,683,129
2023-09-09 00:00:00+00:00,3,3,63,17
2023-09-10 00:00:00+00:00,7,6,373,33
2023-09-11 00:00:00+00:00,10,9,652,114
2023-09-12 00:00:00+00:00,10,7,723,141
2023-09-13 00:00:00+00:00,12,8,785,152
2023-09-14 00:00:00+00:00,11,7,1270,160
2023-09-15 00:00:00+00:00,25,6,969,126
2023-09-16 00:00:00+00:00,11,5,167,27
2023-09-17 00:00:00+00:00,9,5,130,20
2023-09-18 00:00:00+00:00,18,10,943,126
2023-09-19 00:00:00+00:00,55,10,706,125
