time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-27 00:00:00+00:00,8,6,685,181
2025-02-28 00:00:00+00:00,14,8,714,156
2025-03-01 00:00:00+00:00,29,14,230,33
2025-03-02 00:00:00+00:00,8,5,82,30
2025-03-03 00:00:00+00:00,40,19,787,173
2025-03-04 00:00:00+00:00,25,9,741,196
2025-03-05 00:00:00+00:00,10,8,601,179
2025-03-06 00:00:00+00:00,16,8,659,190
2025-03-07 00:00:00+00:00,14,11,649,168
2025-03-08 00:00:00+00:00,4,4,83,28
2025-03-09 00:00:00+00:00,12,9,102,33
2025-03-10 00:00:00+00:00,8,8,643,186
2025-03-11 00:00:00+00:00,13,12,827,201
2025-03-12 00:00:00+00:00,30,18,818,221
