time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,13,4,145,40
2024-04-29 00:00:00+00:00,28,12,1091,181
2024-04-30 00:00:00+00:00,7,5,929,200
2024-05-01 00:00:00+00:00,10,5,696,114
2024-05-02 00:00:00+00:00,5,4,787,149
2024-05-03 00:00:00+00:00,8,6,667,150
2024-05-04 00:00:00+00:00,3,3,159,29
2024-05-05 00:00:00+00:00,9,5,98,35
2024-05-06 00:00:00+00:00,6,5,895,166
2024-05-07 00:00:00+00:00,8,7,805,154
2024-05-08 00:00:00+00:00,4,4,810,166
2024-05-09 00:00:00+00:00,4,4,652,134
2024-05-10 00:00:00+00:00,7,4,429,103
2024-05-11 00:00:00+00:00,3,3,53,20
