time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-06 00:00:00+00:00,1,1,915,151
2024-09-07 00:00:00+00:00,2,2,229,27
2024-09-08 00:00:00+00:00,1,1,161,30
2024-09-09 00:00:00+00:00,1,1,680,185
2024-09-10 00:00:00+00:00,73,8,772,181
2024-09-11 00:00:00+00:00,3,2,974,197
2024-09-12 00:00:00+00:00,23,2,681,150
2024-09-13 00:00:00+00:00,19,5,561,130
2024-09-14 00:00:00+00:00,15,2,115,17
2024-09-15 00:00:00+00:00,80,10,172,27
2024-09-16 00:00:00+00:00,55,5,918,353
2024-09-17 00:00:00+00:00,28,6,995,196
2024-09-18 00:00:00+00:00,57,6,1509,410
2024-09-19 00:00:00+00:00,1,1,1071,224
