time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-14 00:00:00+00:00,151,69,369,136
2026-08-15 00:00:00+00:00,344,320,84,38
2026-08-16 00:00:00+00:00,86,49,121,41
2026-08-17 00:00:00+00:00,129,58,421,162
2026-08-18 00:00:00+00:00,68,53,474,170
2026-08-19 00:00:00+00:00,138,59,392,144
2026-08-20 00:00:00+00:00,84,55,589,197
2026-08-21 00:00:00+00:00,207,74,404,195
2026-08-22 00:00:00+00:00,118,45,66,29
2026-08-23 00:00:00+00:00,50,38,158,41
2026-08-24 00:00:00+00:00,119,58,482,165
2026-08-25 00:00:00+00:00,170,83,642,171
2026-08-26 00:00:00+00:00,104,82,554,191
2026-08-27 00:00:00+00:00,115,66,308,128
