time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-13 00:00:00+00:00,19,5,561,130
2024-09-14 00:00:00+00:00,15,2,115,17
2024-09-15 00:00:00+00:00,80,10,172,27
2024-09-16 00:00:00+00:00,55,5,918,353
2024-09-17 00:00:00+00:00,28,6,995,196
2024-09-18 00:00:00+00:00,57,6,1509,410
2024-09-19 00:00:00+00:00,1,1,1179,231
2024-09-20 00:00:00+00:00,55,7,834,157
2024-09-21 00:00:00+00:00,1,1,183,50
2024-09-22 00:00:00+00:00,2,1,247,49
2024-09-23 00:00:00+00:00,3,2,971,191
2024-09-24 00:00:00+00:00,17,7,902,182
2024-09-25 00:00:00+00:00,48,6,751,182
2024-09-26 00:00:00+00:00,16,8,731,177
